Ticker,Strategy,CAGR (%),Sharpe Ratio,Max Drawdown (%),Volatility (%),Trades Count,Final Equity,Param_warmup,Param_rsi_buy,Param_rsi_sell,Param_risk_rr,Param_momentum_period,Param_breakout_threshold,Param_volume_sma,Param_bb_period,Param_bb_std,Param_rsi_oversold,Param_rsi_overbought,Param_pattern_window,Param_support_resistance_window,Param_ma_short,Param_ma_medium,Param_ma_long,Param_atr_period,Param_atr_multiplier,Param_lookback_period,Param_price_bins,Param_volume_ma_period,Param_volatility_threshold,Param_trend_threshold,Param_rsi_period,Param_lookback_window,Param_zscore_threshold,Param_mean_reversion_period,Param_hurst_period,Param_momentum_weight,Param_mean_reversion_weight,Param_volatility_weight,Param_volume_weight,Param_quality_weight,Param_sentiment_weight,Param_factor_threshold,Param_feature_period,Param_prediction_horizon,Param_ensemble_models,Param_sentiment_period,Param_sentiment_threshold,Param_spread_threshold,Param_volume_threshold,Param_iv_period,Param_strategy_type,Param_profit_target
BAC,machine_learning,34.76332585437581,1.9904979237475977,-8.870383599367848,15.602562122043503,6,2.4301334338705294,150,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,15.0,10.0,6.0,,,,,,,
196170.KS,quantitative_factor,141.3032184640468,1.988968849081314,-26.74259681093394,50.471313119095484,20,12.874686228448196,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.35,0.15,0.15,0.1,0.1,0.4,,,,,,,,,,
GE,quantitative_factor,43.82003348022463,1.9879564923558941,-9.831193556044227,19.218900842697813,26,2.949175056912691,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.12,0.13,0.15,0.1,0.5,,,,,,,,,,
GE,momentum,57.30094185165115,1.976296958421489,-23.21520011045155,24.458885182655077,11,3.8504358291213014,25,,,,12.0,0.018,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,pattern,48.34518176194098,1.964909141419544,-9.391997491480108,21.227421089926942,2,3.2340177256293288,35,,,,,0.011,,,,,,11.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,quantitative_factor,159.92245419227143,1.9469068978151143,-32.345679012345684,57.25040661788577,14,15.972623623446976,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.15,0.15,0.1,0.1,0.7,,,,,,,,,,
196170.KS,quantitative_factor,128.06652172060478,1.9464547482086931,-26.74259681093394,48.06727513778998,16,10.931069089662305,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.32,0.15,0.15,0.1,0.1,0.3,,,,,,,,,,
GE,momentum,50.72879648310791,1.940581059873383,-11.599655020394351,22.454730431535918,11,3.3911416195808672,55,,,,28.0,0.032,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,momentum,51.24434012241095,1.933981540242982,-11.599655020394339,22.743083153410872,9,3.4257788178235535,60,,,,30.0,0.035,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,market_regime,38.7412937868024,1.927676685912361,-13.451646671012307,17.814188066384613,5,2.6499114957989525,60,,,,,,,,,,,,,,,,,,25.0,,,0.025,0.02,10.0,,,,,,,,,,,,,,,,,,,,,
GE,pattern,45.561716031711555,1.9234741446476595,-16.004095534806993,20.635032679175595,5,3.056746510968202,20,,,,,0.008,,,,,,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,market_regime,38.50998514437451,1.9182546305607058,-13.451646671012307,17.81462620230904,5,2.6367845837076405,55,,,,,,,,,,,,,,,,,,22.0,,,0.022,0.018,16.0,,,,,,,,,,,,,,,,,,,,,
GE,market_regime,38.50998514437451,1.9182546305607058,-13.451646671012307,17.81462620230904,5,2.6367845837076405,50,,,,,,,,,,,,,,,,,,20.0,,,0.02,0.015,14.0,,,,,,,,,,,,,,,,,,,,,
GE,market_regime,37.94774730369541,1.9041905184770915,-13.451646671012297,17.72390732138361,5,2.6050574181667154,80,,,,,,,,,,,,,,,,,,35.0,,,0.018,0.012,12.0,,,,,,,,,,,,,,,,,,,,,
GE,machine_learning,44.50889265860789,1.90008900481111,-18.992706004185088,20.486577620373517,9,2.991415266855181,150,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,15.0,10.0,6.0,,,,,,,
GE,quantitative_factor,44.65834227044614,1.8892559821463109,-17.64917746806949,20.686051682140253,20,3.000632092355426,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.22,0.15,0.15,0.1,0.1,0.65,,,,,,,,,,
000660.KS,sentiment_analysis,67.09884262870523,1.8780625217370535,-16.754486552060254,29.68220779432257,5,4.443086411376484,50,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,5.0,0.3,,,,,
GE,market_regime,52.23868711825763,1.8552124194910729,-21.36425479576648,24.261260868936624,7,3.4932466881349704,75,,,,,,,,,,,,,,,,,,32.0,,,0.032,0.028,24.0,,,,,,,,,,,,,,,,,,,,,
GE,market_regime,45.062410972938416,1.8531163057630389,-21.36425479576649,21.30999763625232,7,3.0256461008903988,70,,,,,,,,,,,,,,,,,,30.0,,,0.03,0.025,20.0,,,,,,,,,,,,,,,,,,,,,
GE,market_regime,45.062410972938416,1.8531163057630389,-21.36425479576649,21.30999763625232,7,3.0256461008903988,65,,,,,,,,,,,,,,,,,,28.0,,,0.028,0.022,18.0,,,,,,,,,,,,,,,,,,,,,
GE,pattern,42.87146365406021,1.8526443546572744,-16.004095534806993,20.388255121829143,4,2.8916605047168065,25,,,,,0.009,,,,,,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,pattern,42.87146365406021,1.8526443546572744,-16.004095534806993,20.388255121829143,4,2.8916605047168065,30,,,,,0.01,,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,mean_reversion,75.21153063801282,1.8419503293612178,-15.710892857418912,33.249522424664654,10,5.087742071638799,40,,,,,,,25.0,2.2,30.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,machine_learning,103.00352606032344,1.840412632022714,-27.512690355329962,43.32210401662481,14,7.798380770840673,120,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,20.0,5.0,3.0,,,,,,,
GE,crypto_arbitrage,53.64927652521796,1.8225483171421253,-21.36425479576647,25.345485716419397,3,3.59046217758214,55,,,,6.0,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,0.018,1.8,,,
GE,quantitative_factor,36.966051883813165,1.8031305165862053,-12.116565774526,18.392546512990204,30,2.5502697677159945,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.32,0.15,0.15,0.1,0.1,0.3,,,,,,,,,,
WMT,machine_learning,22.174574803410497,1.8001620291057987,-8.879231766894902,11.491776983736889,8,1.8149787159190673,155,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,35.0,12.0,7.0,,,,,,,
GE,quantitative_factor,40.73627331840106,1.7963957008600153,-17.6491774680695,20.16550794259274,22,2.764933325260927,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.35,0.15,0.15,0.1,0.1,0.4,,,,,,,,,,
GE,momentum,50.58402510331283,1.7961932766827375,-30.420695704413923,24.481778109713915,15,3.381457037118891,30,,,,15.0,0.02,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,rule_based,41.25389896808169,1.7936177657967545,-19.740040306081042,20.419374847535884,72,2.795309456499238,30,30.0,70.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,rule_based,40.544309366669864,1.7856008163041177,-19.740040306081042,20.204312196847816,72,2.7537241525381644,35,27.0,73.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,rule_based,41.48147984664254,1.779660401671085,-20.093751179431706,20.702861136385632,72,2.8087345443540364,25,32.0,68.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,mean_reversion,54.39733034770793,1.7785161417701314,-11.111111111111116,26.246161967836223,8,3.525373176285861,65,,,,,,,40.0,2.8,35.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,pattern,44.34229287187392,1.7713356018600208,-15.136698642440194,22.109082361938345,2,2.981162939228929,60,,,,,0.018,,,,,,18.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,pattern,44.34229287187392,1.7713356018600208,-15.136698642440194,22.109082361938345,2,2.981162939228929,45,,,,,0.013,,,,,,13.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,pattern,44.34229287187392,1.7713356018600208,-15.136698642440194,22.109082361938345,2,2.981162939228929,40,,,,,0.012,,,,,,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,pattern,44.34229287187392,1.7713356018600208,-15.136698642440194,22.109082361938345,2,2.981162939228929,50,,,,,0.015,,,,,,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,pattern,44.34229287187392,1.7713356018600208,-15.136698642440194,22.109082361938345,2,2.981162939228929,55,,,,,0.016,,,,,,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,quantitative_factor,118.18070181889739,1.7678165296395887,-29.403445043670796,51.275201691770256,18,9.612498203402197,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.28,0.13,0.12,0.15,0.1,0.55,,,,,,,,,,
GE,rule_based,39.72286376755483,1.756619514680758,-19.740040306081074,20.203411315919826,74,2.7060990303017123,20,25.0,75.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,quantitative_factor,129.28799917608717,1.7532460917492525,-32.34567901234568,56.055975188974195,14,11.10176060616639,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.15,0.12,0.13,0.15,0.1,0.8,,,,,,,,,,
JPM,machine_learning,29.440872051975408,1.7440681980389579,-15.750717939572855,15.483653378809953,8,2.1554895567819488,125,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,22.0,6.0,3.0,,,,,,,
196170.KS,machine_learning,79.33190273098279,1.740169231432234,-19.961977186311785,37.50687288332536,12,5.442622705751316,130,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,25.0,7.0,5.0,,,,,,,
196170.KS,quantitative_factor,123.74221699173317,1.7389543034753503,-27.840909090909083,54.66955607121077,18,10.340620389073221,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.12,0.13,0.15,0.1,0.5,,,,,,,,,,
196170.KS,quantitative_factor,125.70579550171774,1.7360678725046728,-32.345679012345684,55.53564552301828,16,10.606069056413146,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.18,0.13,0.12,0.15,0.1,0.75,,,,,,,,,,
GE,machine_learning,48.11080366555027,1.7333357278838504,-20.33632205134839,24.37691334972217,9,3.218834343575779,170,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,12.0,2.0,2.0,,,,,,,
196170.KS,quantitative_factor,115.18250958480208,1.7301209410534766,-35.64741812714502,51.80696022365575,16,9.234307669273418,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.15,0.1,0.15,0.1,0.6,,,,,,,,,,
196170.KS,mean_reversion,52.937328010537165,1.7289167656720374,-11.111111111111105,26.485794504854283,8,3.429537724069046,60,,,,,,,35.0,2.6,28.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,machine_learning,30.83860405741101,1.7283706273946535,-16.235824393696664,16.32217463825835,18,2.2255034890088523,135,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,28.0,8.0,4.0,,,,,,,
JPM,machine_learning,24.193069977530723,1.7269046188160206,-9.570427821713157,13.036401583584341,6,1.9056874536218202,155,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,35.0,12.0,7.0,,,,,,,
086790.KS,machine_learning,48.154644648836964,1.7241092602276498,-18.2070465225193,24.550113735504244,10,3.132472133798759,145,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,18.0,4.0,5.0,,,,,,,
196170.KS,quantitative_factor,123.57803974666486,1.722028010639033,-32.9510130546828,55.39007466522028,18,10.31862530883554,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.22,0.15,0.15,0.1,0.1,0.65,,,,,,,,,,
196170.KS,sentiment_analysis,126.09258080182033,1.7184688738867695,-32.34567901234568,56.50346248850904,9,10.658877776916968,80,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,3.0,0.35,,,,,
WFC,sentiment_analysis,13.722852844796307,1.7138524969808062,-5.362274940044576,7.675521053177303,6,1.4662685830883215,85,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,4.0,0.42,,,,,
196170.KS,crypto_arbitrage,121.22636697617892,1.711318167344739,-32.34567901234568,54.96137910121121,8,10.006925195115246,65,,,,9.0,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,0.022,1.6,,,
WMT,machine_learning,27.331093309347843,1.7104055243872318,-12.00409587807223,14.765515568280865,11,2.052603024869536,160,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,40.0,15.0,8.0,,,,,,,
GE,quantitative_factor,37.72040868091713,1.6956323692967383,-17.64917746806949,20.073652568436103,20,2.5923009855642545,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.15,0.15,0.1,0.1,0.6,,,,,,,,,,
WMT,machine_learning,26.3197136028978,1.680323132468435,-10.935700115941893,14.535955490461017,11,2.00446010893887,130,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,25.0,7.0,5.0,,,,,,,
196170.KS,mean_reversion,58.618715931858546,1.6789486115080101,-11.277529397810582,30.010230096555308,10,3.8122981460045247,45,,,,,,,28.0,2.3,32.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,79.61947657993669,1.6625363060948328,-18.408736349453967,39.73721834503305,6,5.467978580408159,50,,,,,,,,,,,,,,,,,,20.0,,,0.02,0.015,14.0,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,79.61947657993669,1.6625363060948328,-18.408736349453967,39.73721834503305,6,5.467978580408159,55,,,,,,,,,,,,,,,,,,22.0,,,0.022,0.018,16.0,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,79.61947657993669,1.6625363060948328,-18.408736349453967,39.73721834503305,6,5.467978580408159,65,,,,,,,,,,,,,,,,,,28.0,,,0.028,0.022,18.0,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,79.61947657993669,1.6625363060948328,-18.408736349453967,39.73721834503305,6,5.467978580408159,60,,,,,,,,,,,,,,,,,,25.0,,,0.025,0.02,10.0,,,,,,,,,,,,,,,,,,,,,
WFC,quantitative_factor,36.486560246013646,1.6621971606521586,-19.26942239150077,19.895354950167317,20,2.523790145945486,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.32,0.15,0.15,0.1,0.1,0.3,,,,,,,,,,
GE,rule_based,37.138048091755074,1.6611378130797803,-17.554841110245214,20.244894400633225,70,2.5598129131443503,45,33.0,67.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,crypto_arbitrage,31.38198783830548,1.6580437000002899,-17.64917746806949,17.37284220716765,8,2.253124572637856,75,,,,15.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,0.01,3.0,,,
196170.KS,crypto_arbitrage,104.56347458068969,1.6557663744025546,-28.41037204058624,50.708147346915744,6,7.973484511624152,50,,,,5.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,0.015,1.5,,,
196170.KS,mean_reversion,49.76681917247527,1.6507628606784917,-11.111111111111116,26.465855712933656,9,3.227338184954899,35,,,,,,,22.0,2.1,27.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,volume_profile,45.42180870783872,1.647655364324382,-21.36425479576648,24.574866295052626,1,3.0480107466486865,60,,,,,,,,,,,,,,,,10.0,,60.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
GE,volume_profile,46.067612120181444,1.644565270842377,-21.36425479576648,24.946937484217347,1,3.0884732063670968,75,,,,,,,,,,,,,,,,24.0,,75.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,machine_learning,84.05194313799842,1.641421869703698,-27.51269035532995,42.357734918690845,10,5.868639739907395,140,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,30.0,3.0,4.0,,,,,,,
GOOGL,machine_learning,20.100554581120676,1.6404108921687943,-8.020062253852267,11.57464484449735,9,1.7248093969328062,145,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,18.0,4.0,5.0,,,,,,,
GE,market_regime,41.63759886785632,1.6377346833039572,-21.36425479576648,22.870245024423234,7,2.817968782643275,90,,,,,,,,,,,,,,,,,,40.0,,,0.035,0.03,28.0,,,,,,,,,,,,,,,,,,,,,
105560.KS,machine_learning,50.651606686032125,1.6346372135074987,-20.27522637110003,27.357101518613252,11,3.28829991010148,150,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,15.0,10.0,6.0,,,,,,,
196170.KS,quantitative_factor,111.65484014545429,1.6331395787009797,-42.80598226449318,54.86962644331095,18,8.801976969479137,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.15,0.15,0.1,0.1,0.6,,,,,,,,,,
GE,rule_based,36.4328647784713,1.631215836681519,-17.264681319686602,20.307612971920854,70,2.520836265807949,40,35.0,65.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,46.58504841212903,1.6303057701606947,-29.719883586793948,25.46347447718179,7,3.1211490461245526,60,,,,,,,,,,,,,5.0,20.0,60.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPM,quantitative_factor,26.265950572079543,1.6278943078552042,-11.140467166721901,15.016288026832807,28,2.001922129505584,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.32,0.15,0.15,0.1,0.1,0.3,,,,,,,,,,
GE,volume_profile,42.30061370573994,1.6189132860318038,-21.36425479576649,23.513300675448004,1,2.8574098596417232,80,,,,,,,,,,,,,,,,12.0,,80.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,76.8957228440039,1.618103064661139,-18.40873634945398,39.932025563137316,6,5.230905383215638,90,,,,,,,,,,,,,,,,,,40.0,,,0.035,0.03,28.0,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,76.8957228440039,1.618103064661139,-18.40873634945398,39.932025563137316,6,5.230905383215638,100,,,,,,,,,,,,,,,,,,45.0,,,0.04,0.035,30.0,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,76.8957228440039,1.618103064661139,-18.40873634945398,39.932025563137316,6,5.230905383215638,75,,,,,,,,,,,,,,,,,,32.0,,,0.032,0.028,24.0,,,,,,,,,,,,,,,,,,,,,
196170.KS,market_regime,76.8957228440039,1.618103064661139,-18.40873634945398,39.932025563137316,6,5.230905383215638,70,,,,,,,,,,,,,,,,,,30.0,,,0.03,0.025,20.0,,,,,,,,,,,,,,,,,,,,,
GE,rule_based,35.070679162558285,1.6173751853675493,-19.740040306081063,19.797450421194007,70,2.4466658122885048,55,29.0,71.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,crypto_arbitrage,33.77217506534722,1.6171307621026092,-21.825696503288803,19.12142487413484,6,2.377325541345002,65,,,,9.0,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,0.022,1.6,,,
GE,market_regime,38.10316903791553,1.6089574681456358,-21.36425479576648,21.522758137116753,9,2.6138023927282554,100,,,,,,,,,,,,,,,,,,45.0,,,0.04,0.035,30.0,,,,,,,,,,,,,,,,,,,,,
GOOGL,machine_learning,33.04545568812729,1.6088105921276747,-11.812087589436103,18.853231250428717,14,2.3390944258029323,125,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,22.0,6.0,3.0,,,,,,,
000660.KS,machine_learning,40.426540858742335,1.6053070799448443,-17.26808053969746,22.76260706544599,12,2.681049380962234,125,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,22.0,6.0,3.0,,,,,,,
JPM,crypto_arbitrage,31.385393969703745,1.6027650839842704,-15.750717939572867,18.04558266192767,10,2.25329842581068,55,,,,6.0,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,0.018,1.8,,,
196170.KS,machine_learning,72.49397068265142,1.6004202491336155,-19.396397526998243,38.51378875266711,22,4.862193990086962,170,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,12.0,2.0,2.0,,,,,,,
GE,rule_based,35.122810365330515,1.5984518532373018,-20.23288507776442,20.092849688229368,70,2.449477309451065,65,31.0,69.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086790.KS,rule_based,48.41953566602446,1.5983373453998306,-18.950351047307514,26.980716669985718,61,3.1487684334042108,30,30.0,70.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPM,rule_based,31.412384199093623,1.5927790047487174,-23.88130399702423,18.19839223820715,54,2.2546763555547424,40,35.0,65.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMT,machine_learning,21.218522157399367,1.5874627121541722,-8.879231766894902,12.617642076161356,8,1.7730346263357104,145,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,18.0,4.0,5.0,,,,,,,
GE,multi_timeframe,43.12189203106578,1.5819138993856978,-29.719883586793962,24.591793382995437,7,2.9067716724928303,100,,,,,,,,,,,,,15.0,35.0,85.0,28.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,43.11521605550732,1.5815046632252245,-29.719883586793937,24.595825519559465,7,2.9063681569255064,75,,,,,,,,,,,,,6.0,18.0,50.0,16.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,43.11521605550732,1.5815046632252245,-29.719883586793937,24.595825519559465,7,2.9063681569255064,80,,,,,,,,,,,,,10.0,30.0,70.0,20.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,43.11521605550732,1.5815046632252245,-29.719883586793937,24.595825519559465,7,2.9063681569255064,65,,,,,,,,,,,,,4.0,15.0,45.0,8.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,43.11521605550732,1.5815046632252245,-29.719883586793937,24.595825519559465,7,2.9063681569255064,70,,,,,,,,,,,,,8.0,25.0,65.0,10.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,43.11521605550732,1.5815046632252245,-29.719883586793937,24.595825519559465,7,2.9063681569255064,90,,,,,,,,,,,,,7.0,22.0,55.0,12.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,43.11521605550732,1.5815046632252245,-29.719883586793937,24.595825519559465,7,2.9063681569255064,85,,,,,,,,,,,,,9.0,28.0,75.0,18.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,multi_timeframe,43.11521605550732,1.5815046632252245,-29.719883586793937,24.595825519559465,7,2.9063681569255064,95,,,,,,,,,,,,,12.0,32.0,80.0,24.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
196170.KS,sentiment_analysis,103.28590817076307,1.572912274643312,-32.34567901234568,54.18618369292278,2,7.829889354239498,55,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,6.0,0.32,,,,,
196170.KS,sentiment_analysis,120.49764297414849,1.5708764570930507,-37.822671156004496,62.56193464295382,1,9.911605360707156,65,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,8.0,0.38,,,,,
